,custid,region,townsize,gender,agecat,edcat,jobcat,empcat,retire,lninc,inccat,debtinc,lncreddebt,lnothdebt,marital,spousedcat,reside,hometype,addresscat,carcatvalue,telecommute,reason,cardspent,tenure,churn,longmon,tollmon,cardmon,wiremon,multline,voice,internet,callwait,forward,confer,ebill,owntv,ownpc
1869,8816-XMDQIV-XWE,Zone 2,"50,000-249,999",Male,35-49,College degree,Sales and Office,2 to 5,No,4.219507705176107,$50 - $74,16.1,0.7003372698052813,2.189815867160403,Unmarried,,1.0,Single-family,8 to 15,Standard,No,,408.73,53.0,No,13.3,0.0,20.75,0.0,Yes,No,None,No,Yes,No,No,Yes,No
1870,3469-MIJWAB-KVR,Zone 5,"50,000-249,999",Male,35-49,Some college,Managerial and Professional,6 to 10,No,3.4965075614664802,$25 - $49,2.9000000000000004,-1.0518098129288282,-0.49808216761862806,Married,Some college,2.0,Multiple-Family,8 to 15,Economy,No,,241.59,27.0,Yes,8.25,0.0,16.75,0.0,No,No,None,Yes,No,No,No,Yes,No
1871,1043-IRWLWF-8JY,Zone 5,"< 2,500",Female,18-24,College degree,Managerial and Professional,Less than 2,No,3.8066624897703196,$25 - $49,19.900000000000002,1.1366592363050123,1.764501318457191,Married,College degree,8.0,Single-family,4 to 7,,No,,107.93,2.0,No,3.0,0.0,0.0,0.0,No,No,None,No,Yes,No,No,Yes,No
1872,9343-GXHLQQ-RNH,Zone 2,"50,000-249,999",Female,50-64,High school degree,"Operation, Fabrication, General Labor",11 to 15,No,4.219507705176107,$50 - $74,15.5,1.371678061545611,1.8867726352311776,Married,High school degree,2.0,Single-family,8 to 15,Standard,No,,787.11,49.0,No,13.3,28.25,14.25,0.0,Yes,Yes,Dial-up,Yes,Yes,Yes,Yes,Yes,Yes
1873,1617-JVYTRM-6HU,Zone 3,"10,000-49,999",Female,35-49,Post-undergraduate degree,"Operation, Fabrication, General Labor",11 to 15,No,4.762173934797756,$75 - $124,12.3,1.2922372209334199,2.3749129173387167,Married,Post-undergraduate degree,5.0,Condominium/Townhouse,More than 25,Luxury,Yes,,539.55,69.0,No,12.6,39.25,21.75,37.0,Yes,Yes,None,Yes,Yes,Yes,Yes,Yes,Yes
1874,4681-JCCPZA-JE0,Zone 2,"10,000-49,999",Female,35-49,Some college,Managerial and Professional,11 to 15,No,4.997212273764115,$125+,1.9,0.16877352864866277,0.4874431725392766,Unmarried,,1.0,Multiple-Family,8 to 15,Luxury,No,,964.9200000000001,18.0,Yes,7.35,36.25,17.75,39.45,No,Yes,Dial-up,Yes,Yes,Yes,No,Yes,Yes
1875,1864-WQKSMW-CU4,Zone 3,"> 250,000",Female,>65,High school degree,Managerial and Professional,More than 15,No,4.007333185232471,$50 - $74,13.3,0.9169824925525558,1.5713766868152679,Married,College degree,2.0,Condominium/Townhouse,8 to 15,Standard,No,Convenience,563.77,46.0,No,8.1,12.75,15.25,0.0,No,No,Cable modem,No,No,No,No,Yes,Yes
1876,6397-YQAAVP-R3B,Zone 2,"> 250,000",Female,50-64,Did not complete high school,Sales and Office,2 to 5,No,3.4657359027997265,$25 - $49,24.3,0.0777607213066927,1.9013812926037317,Married,Did not complete high school,5.0,Condominium/Townhouse,16 to 25,Economy,No,,366.59000000000003,12.0,Yes,4.4,23.75,17.0,27.7,No,Yes,None,Yes,Yes,Yes,No,Yes,Yes
1877,8070-XEGTXL-LJH,Zone 1,"50,000-249,999",Male,35-49,College degree,Sales and Office,Less than 2,No,2.9444389791664403,Under $25,3.6999999999999997,-0.8834267182549824,-1.2391303168040828,Unmarried,,1.0,Condominium/Townhouse,4 to 7,Economy,No,Prices,98.48,19.0,No,6.35,0.0,0.0,0.0,No,No,None,No,No,No,No,Yes,Yes
1878,5659-BGLPPR-GXK,Zone 5,"2,500-9,999",Female,50-64,Did not complete high school,Sales and Office,6 to 10,No,4.248495242049359,$50 - $74,3.5000000000000004,-0.268664066616019,0.5221215835078422,Unmarried,,1.0,Condominium/Townhouse,16 to 25,Standard,No,,274.21,23.0,No,7.95,15.25,0.0,0.0,No,No,None,No,No,No,No,Yes,No
1879,7325-TXSREJ-9GJ,Zone 3,"10,000-49,999",Male,35-49,Post-undergraduate degree,Sales and Office,Less than 2,No,3.4011973816621555,$25 - $49,0.8999999999999999,-3.0695941221524468,-1.4980754445806397,Unmarried,,1.0,Condominium/Townhouse,8 to 15,Economy,No,,274.34000000000003,20.0,No,7.9,0.0,0.0,0.0,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes
1880,0045-CSRFAS-QBU,Zone 2,"> 250,000",Female,35-49,Did not complete high school,Managerial and Professional,2 to 5,No,4.442651256490317,$75 - $124,5.800000000000001,0.06748106261292137,1.350716405063265,Married,Some college,4.0,Single-family,8 to 15,Luxury,No,,318.02,43.0,No,10.85,0.0,7.25,0.0,No,No,None,No,Yes,No,No,Yes,No
1881,4054-FOPYSA-DXF,Zone 1,"50,000-249,999",Male,25-34,College degree,Sales and Office,Less than 2,No,3.044522437723423,Under $25,12.2,-0.04271127809306258,0.47238329559250386,Married,High school degree,6.0,Multiple-Family,4 to 7,Economy,No,,335.38,14.0,Yes,6.55,0.0,0.0,0.0,No,No,Dial-up,No,No,No,No,Yes,Yes
1882,3705-BBBFVD-22T,Zone 4,"50,000-249,999",Male,50-64,High school degree,Managerial and Professional,More than 15,No,4.1588830833596715,$50 - $74,6.6000000000000005,-0.9783363628460368,1.3475701646817817,Unmarried,,1.0,Multiple-Family,16 to 25,Standard,No,Service,181.4,56.0,No,20.3,0.0,0.0,0.0,No,No,None,Yes,No,No,No,Yes,No
1883,6634-NBCERS-KHL,Zone 4,"> 250,000",Male,>65,Some college,Agricultural and Natural Resources,More than 15,Yes,2.8903717578961645,Under $25,9.4,-0.02054154022511029,-0.33921118411572415,Married,Some college,3.0,Condominium/Townhouse,16 to 25,Economy,No,,287.29,72.0,No,30.55,33.5,25.75,0.0,Yes,Yes,Other,No,Yes,Yes,No,Yes,Yes
1884,7447-YOOHFG-BER,Zone 1,"> 250,000",Male,>65,College degree,Managerial and Professional,11 to 15,Yes,3.044522437723423,Under $25,7.8,-2.0575704668616677,0.4122659300053344,Unmarried,,1.0,Multiple-Family,16 to 25,,No,,236.9,61.0,No,9.1,0.0,8.75,0.0,Yes,No,DSL,No,No,No,Yes,Yes,Yes
1885,9758-STTNOX-JRP,Zone 2,"2,500-9,999",Female,>65,High school degree,"Operation, Fabrication, General Labor",More than 15,Yes,4.430816798843313,$75 - $124,25.7,1.755369306285116,2.760162839735571,Unmarried,,1.0,Mobile Home,More than 25,Luxury,No,,437.48,69.0,No,36.5,60.5,30.25,39.55,Yes,Yes,None,Yes,Yes,Yes,No,Yes,Yes
1886,8038-AWHKFE-7E5,Zone 5,"2,500-9,999",Male,50-64,High school degree,Service,More than 15,No,4.663439094112067,$75 - $124,1.4000000000000001,-1.199808155195161,0.1678405445532666,Unmarried,,1.0,Multiple-Family,16 to 25,Luxury,No,,502.26,68.0,No,55.4,26.0,28.5,0.0,No,No,None,Yes,Yes,Yes,No,Yes,No
1887,8528-CVLRSJ-SUC,Zone 4,"< 2,500",Female,50-64,College degree,Managerial and Professional,11 to 15,No,3.6375861597263857,$25 - $49,15.6,0.2610033388281496,1.5325067588513348,Married,College degree,2.0,Condominium/Townhouse,More than 25,Economy,No,Convenience,389.87,56.0,No,21.45,44.25,14.0,32.75,Yes,Yes,None,Yes,Yes,Yes,No,Yes,No
1888,7644-GUTBHT-RJH,Zone 1,"50,000-249,999",Female,35-49,Did not complete high school,Service,11 to 15,No,3.9512437185814275,$50 - $74,9.2,-0.30552565992017733,1.3980410972724169,Married,Did not complete high school,3.0,Single-family,16 to 25,Standard,Yes,,301.18,51.0,No,8.15,0.0,14.75,0.0,No,No,Dial-up,No,No,No,Yes,Yes,Yes
1889,1572-NRBFLG-KBF,Zone 5,"> 250,000",Female,>65,Did not complete high school,"Precision Production, Craft, Repair",More than 15,No,5.111987788356544,$125+,14.000000000000002,2.780591613508378,1.9617047549539544,Unmarried,,1.0,Multiple-Family,More than 25,Luxury,No,,349.15000000000003,68.0,No,23.65,0.0,22.0,0.0,Yes,No,None,No,No,No,No,Yes,No
1890,1507-NPSCTR-H9G,Zone 2,"2,500-9,999",Male,>65,High school degree,"Precision Production, Craft, Repair",More than 15,Yes,2.1972245773362196,Under $25,6.4,-1.6422917373051784,-0.9611207477919489,Unmarried,,1.0,Multiple-Family,16 to 25,Economy,No,Prices,67.96000000000001,33.0,No,10.1,32.25,17.75,0.0,No,No,None,Yes,Yes,Yes,No,No,No
1891,2794-GBOANT-LQM,Zone 5,"< 2,500",Male,35-49,High school degree,Agricultural and Natural Resources,11 to 15,No,3.784189633918261,$25 - $49,8.6,0.5120712476543408,0.7491758453625937,Unmarried,,3.0,Single-family,16 to 25,Standard,No,,613.19,21.0,No,7.5,0.0,0.0,0.0,No,No,Cable modem,No,No,No,No,Yes,Yes
1892,5406-NWOZCV-QAA,Zone 3,"50,000-249,999",Male,25-34,College degree,Service,2 to 5,No,4.820281565605037,$75 - $124,14.2,1.218093437269805,2.655160123763119,Married,College degree,5.0,Multiple-Family,4 to 7,Luxury,No,Other,567.9300000000001,25.0,Yes,4.1,34.0,31.5,59.05,No,Yes,Cable modem,Yes,Yes,Yes,Yes,Yes,Yes
1893,2955-WHQPEV-V10,Zone 2,"2,500-9,999",Male,>65,College degree,Managerial and Professional,6 to 10,No,3.6109179126442243,$25 - $49,14.2,0.7938672459635924,1.1125368898542063,Unmarried,,1.0,Multiple-Family,8 to 15,Standard,No,,288.52,12.0,No,9.45,28.75,12.75,27.7,No,Yes,Other,Yes,Yes,No,Yes,Yes,Yes
1894,9313-YQDSKI-YB3,Zone 4,"< 2,500",Female,50-64,College degree,"Operation, Fabrication, General Labor",More than 15,No,4.6913478822291435,$75 - $124,3.4000000000000004,-0.7379897467572968,1.1718398257335338,Married,Some college,2.0,Single-family,More than 25,Luxury,Yes,,284.06,65.0,No,21.5,0.0,36.25,0.0,Yes,No,None,No,No,No,No,Yes,Yes
1895,8879-QMWAZV-WKZ,Zone 1,"> 250,000",Female,35-49,High school degree,"Operation, Fabrication, General Labor",11 to 15,No,4.30406509320417,$50 - $74,16.900000000000002,1.4706557299374434,2.0984978120896223,Married,High school degree,4.0,Condominium/Townhouse,16 to 25,Luxury,No,Prices,349.67,66.0,No,12.7,31.25,33.5,0.0,No,No,None,Yes,Yes,Yes,No,Yes,No
1896,6127-OEEXCT-QVG,Zone 3,"50,000-249,999",Male,50-64,College degree,"Operation, Fabrication, General Labor",More than 15,Yes,3.044522437723423,Under $25,5.4,-1.1472144705073273,-0.20275286166647588,Married,College degree,3.0,Multiple-Family,16 to 25,Economy,Yes,,267.23,49.0,No,10.3,0.0,28.0,0.0,Yes,No,DSL,No,No,No,Yes,Yes,Yes
1897,8211-UVJYND-MHJ,Zone 2,"10,000-49,999",Male,>65,High school degree,Managerial and Professional,11 to 15,Yes,2.302585092994046,Under $25,19.400000000000002,-0.7897461905491989,0.39611486383369104,Married,High school degree,2.0,Multiple-Family,8 to 15,Economy,No,,91.33,35.0,No,9.7,14.75,14.5,0.0,No,No,None,No,No,Yes,No,Yes,No
1898,5961-QPJFOP-KXC,Zone 1,"10,000-49,999",Female,>65,High school degree,Managerial and Professional,11 to 15,No,4.127134385045092,$50 - $74,7.3,0.5553266025169928,1.0237055360357263,Unmarried,,1.0,Multiple-Family,More than 25,Standard,No,,150.81,53.0,Yes,8.45,46.0,27.5,0.0,No,No,None,Yes,Yes,Yes,No,Yes,No
1899,5494-KGDGKI-6X1,Zone 5,"< 2,500",Male,25-34,Some college,"Operation, Fabrication, General Labor",6 to 10,No,4.882801922586371,$125+,1.5,0.15376774937589355,-0.20606521977945863,Unmarried,,2.0,Condominium/Townhouse,8 to 15,Luxury,No,,264.46,52.0,No,11.85,0.0,10.75,0.0,Yes,Yes,Cable modem,No,No,No,No,Yes,Yes
1900,6758-ULCQSF-EBK,Zone 1,"50,000-249,999",Female,35-49,Some college,Managerial and Professional,6 to 10,No,3.6109179126442243,$25 - $49,4.9,-0.8238346210527366,0.31791103843294866,Unmarried,,1.0,Multiple-Family,16 to 25,Standard,Yes,,152.69,28.0,Yes,9.75,20.25,0.0,0.0,Yes,No,Cable modem,Yes,No,No,No,Yes,Yes
1901,7798-IUVKYF-HKM,Zone 4,"< 2,500",Male,50-64,High school degree,Sales and Office,6 to 10,No,3.8066624897703196,$25 - $49,9.3,0.18323364071892254,1.0932328453735976,Unmarried,,1.0,Multiple-Family,8 to 15,Standard,No,,156.71,26.0,No,9.95,0.0,0.0,0.0,No,No,None,No,No,No,No,Yes,No
1902,7323-ZGUDKZ-KQ1,Zone 2,"10,000-49,999",Female,35-49,Did not complete high school,Sales and Office,2 to 5,No,3.4339872044851463,$25 - $49,5.7,-0.27934889006278085,0.010666905735220368,Married,Did not complete high school,3.0,Condominium/Townhouse,8 to 15,Economy,No,,395.38,64.0,No,28.65,24.5,8.5,0.0,Yes,No,Other,Yes,No,No,No,Yes,Yes
1903,7723-BIVPPL-65P,Zone 5,"< 2,500",Female,35-49,Post-undergraduate degree,"Operation, Fabrication, General Labor",2 to 5,No,3.713572066704308,$25 - $49,2.7,-1.5434114363507516,-0.11277795698568849,Married,Some college,5.0,Mobile Home,8 to 15,Economy,No,Prices,507.97,55.0,Yes,8.3,0.0,0.0,52.6,Yes,Yes,Other,Yes,No,No,Yes,Yes,Yes
1904,3956-EPFAKP-KFS,Zone 3,"> 250,000",Male,35-49,College degree,Managerial and Professional,2 to 5,No,4.442651256490317,$75 - $124,14.2,0.5387948137285637,2.3375718556152654,Unmarried,,1.0,Single-family,8 to 15,Standard,No,,403.90000000000003,31.0,No,8.05,0.0,26.75,32.9,Yes,Yes,Cable modem,No,Yes,Yes,Yes,Yes,Yes
1905,1198-GCOWXL-LC9,Zone 1,"> 250,000",Male,18-24,High school degree,"Precision Production, Craft, Repair",2 to 5,No,3.332204510175204,$25 - $49,1.6,-1.322155920003659,-1.70683025844275,Married,High school degree,4.0,Single-family,4 to 7,Economy,Yes,,442.59000000000003,56.0,No,17.9,0.0,7.5,0.0,Yes,No,None,No,No,No,No,Yes,No
1906,4448-WMEAXN-684,Zone 1,"50,000-249,999",Female,>65,Some college,"Operation, Fabrication, General Labor",More than 15,Yes,2.995732273553991,Under $25,2.1,-1.4261168553070622,-1.7161326511050632,Unmarried,,1.0,Multiple-Family,16 to 25,Economy,No,,150.3,61.0,No,13.25,0.0,16.0,0.0,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes
1907,8352-DDCMXT-MW4,Zone 5,"50,000-249,999",Female,50-64,College degree,Sales and Office,6 to 10,No,4.90527477843843,$125+,5.1,1.1700581491161277,1.2982333425401256,Married,Post-undergraduate degree,4.0,Multiple-Family,More than 25,Luxury,No,,690.62,31.0,Yes,7.7,0.0,8.5,0.0,No,No,None,No,No,No,No,Yes,Yes
1908,8998-OWLWNR-QWN,Zone 4,"> 250,000",Female,25-34,Post-undergraduate degree,Managerial and Professional,2 to 5,No,4.189654742026425,$50 - $74,15.1,0.8926822314218027,2.0181417701261,Married,College degree,4.0,Single-family,4 to 7,Standard,Yes,,300.73,37.0,No,5.65,29.25,0.0,24.5,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes
1909,8752-KNMEWM-MGM,Zone 3,"> 250,000",Male,18-24,Did not complete high school,Sales and Office,Less than 2,No,3.1354942159291497,Under $25,25.900000000000002,0.11325368249436246,1.5763120598260913,Married,High school degree,3.0,Single-family,Less than 3,Economy,No,,289.53000000000003,22.0,No,6.7,32.75,18.25,0.0,No,No,None,Yes,Yes,Yes,No,Yes,No
1910,5812-TZBNYC-LJ3,Zone 4,"< 2,500",Female,>65,College degree,Sales and Office,2 to 5,No,4.07753744390572,$50 - $74,12.1,0.7103066118068367,1.630099974232194,Unmarried,,1.0,Single-family,More than 25,Standard,No,,561.16,45.0,No,12.7,17.75,12.75,0.0,No,No,None,No,Yes,Yes,No,Yes,No
1911,1154-RZMZMA-P10,Zone 2,"10,000-49,999",Male,25-34,College degree,Sales and Office,Less than 2,No,3.091042453358316,Under $25,7.3,0.19667472218480445,-0.9450709373008808,Unmarried,,3.0,Single-family,4 to 7,Economy,No,,245.84,34.0,Yes,8.6,0.0,0.0,0.0,No,No,Other,No,No,Yes,Yes,Yes,Yes
1912,6564-EJYZIH-F9K,Zone 3,"> 250,000",Female,18-24,High school degree,Sales and Office,Less than 2,No,3.2188758248682006,$25 - $49,2.1999999999999997,-1.3214433888002746,-1.2614253790740213,Unmarried,,1.0,Multiple-Family,Less than 3,Economy,No,,184.87,9.0,No,2.85,24.25,9.5,35.35,No,Yes,Cable modem,Yes,Yes,Yes,No,Yes,Yes
1913,8528-LRYUTI-DMW,Zone 5,"2,500-9,999",Male,50-64,College degree,Sales and Office,6 to 10,No,3.4339872044851463,$25 - $49,17.4,0.0505315042991478,1.4683742231539645,Married,Some college,2.0,Condominium/Townhouse,16 to 25,Economy,No,,530.25,27.0,Yes,7.4,0.0,0.0,26.85,Yes,Yes,Cable modem,No,No,No,Yes,Yes,Yes
1914,3825-GAUTVS-TDU,Zone 4,"50,000-249,999",Female,>65,College degree,"Precision Production, Craft, Repair",More than 15,Yes,2.833213344056216,Under $25,16.900000000000002,-0.11905722208723907,0.6857413247826853,Married,College degree,2.0,Single-family,8 to 15,Economy,No,,361.27,50.0,Yes,26.1,39.5,37.0,39.35,Yes,Yes,Other,Yes,Yes,Yes,Yes,Yes,Yes
1915,0191-VKRHCM-922,Zone 1,"50,000-249,999",Female,>65,High school degree,Service,More than 15,No,5.384495062789089,$125+,3.5000000000000004,1.6682444118790207,0.8446443429216404,Unmarried,,1.0,Multiple-Family,More than 25,Luxury,No,,454.82,71.0,No,32.1,0.0,13.75,0.0,Yes,No,Other,No,No,No,Yes,Yes,Yes
1916,5262-ZYGPCR-DEO,Zone 1,"50,000-249,999",Male,50-64,Some college,Managerial and Professional,11 to 15,No,4.442651256490317,$75 - $124,8.200000000000001,1.0327965077369785,1.4257770591828975,Married,High school degree,2.0,Single-family,16 to 25,Standard,No,,551.63,67.0,No,13.2,0.0,27.25,0.0,Yes,No,Dial-up,Yes,Yes,No,Yes,Yes,Yes
1917,1082-GULTUA-5BP,Zone 4,"50,000-249,999",Male,35-49,High school degree,Sales and Office,6 to 10,No,3.8918202981106265,$25 - $49,14.499999999999998,1.342759053475924,1.1864415255635754,Unmarried,,1.0,Single-family,16 to 25,Standard,No,,357.23,24.0,No,8.5,0.0,0.0,0.0,No,No,None,No,No,No,Yes,Yes,No
1918,9429-GTHOVO-TZE,Zone 4,"50,000-249,999",Male,35-49,Some college,"Precision Production, Craft, Repair",6 to 10,No,3.332204510175204,$25 - $49,11.200000000000001,0.33998605592100967,0.5487408697831196,Married,Some college,2.0,Multiple-Family,8 to 15,Economy,No,,112.65,25.0,No,5.4,0.0,0.0,0.0,No,No,None,No,No,No,No,Yes,No
1919,9730-TRTEVX-I50,Zone 5,"< 2,500",Female,35-49,High school degree,Sales and Office,2 to 5,No,2.8903717578961645,Under $25,7.7,-0.5434624582922879,-0.21658262136251444,Unmarried,,1.0,Multiple-Family,4 to 7,Economy,No,,137.99,9.0,No,4.3,0.0,0.0,0.0,No,No,Dial-up,No,No,No,No,Yes,Yes
1920,0861-BUOMOG-ORJ,Zone 1,"< 2,500",Female,50-64,Did not complete high school,Managerial and Professional,11 to 15,No,4.189654742026425,$50 - $74,20.5,1.6399535383272605,2.1252594358851558,Unmarried,,1.0,Single-family,8 to 15,Standard,Yes,,343.56,29.0,No,3.65,17.0,0.0,0.0,No,No,None,No,No,No,No,Yes,No
1921,0438-VUBTYC-L81,Zone 2,"< 2,500",Male,>65,Post-undergraduate degree,"Precision Production, Craft, Repair",More than 15,No,4.6913478822291435,$75 - $124,7.000000000000001,1.2939432988056847,1.3820001541968674,Married,Post-undergraduate degree,4.0,Single-family,More than 25,,No,Prices,176.0,72.0,No,113.75,63.75,24.25,78.25,Yes,Yes,Dial-up,Yes,Yes,Yes,No,Yes,Yes
1922,4474-UOAZVD-3UE,Zone 5,"10,000-49,999",Male,35-49,College degree,Sales and Office,Less than 2,No,3.091042453358316,Under $25,10.7,0.09682902577359465,0.2250042191975924,Married,Did not complete high school,5.0,Single-family,8 to 15,Economy,No,,119.52,3.0,Yes,4.4,10.25,7.25,25.55,No,Yes,Other,Yes,Yes,Yes,Yes,Yes,Yes
1923,3275-AZRNCL-321,Zone 5,"> 250,000",Male,50-64,Did not complete high school,Managerial and Professional,More than 15,No,4.890349128221754,$125+,6.0,-0.6719337841607479,2.010798608957172,Unmarried,,1.0,Multiple-Family,8 to 15,Luxury,No,,445.15000000000003,21.0,No,3.6,33.25,32.25,0.0,No,No,None,Yes,Yes,Yes,No,Yes,No
1924,8607-TZSLGG-CGX,Zone 2,"> 250,000",Female,>65,Some college,Sales and Office,11 to 15,No,4.04305126783455,$50 - $74,25.8,2.2372699503640567,1.674903129056744,Unmarried,,1.0,Single-family,More than 25,Standard,No,Convenience,441.37,22.0,No,7.3,0.0,0.0,0.0,No,No,Dial-up,No,No,No,Yes,Yes,Yes
1925,1070-PPWOKU-X3M,Zone 4,"10,000-49,999",Female,25-34,Some college,Managerial and Professional,2 to 5,No,3.4011973816621555,$25 - $49,5.2,-0.4323841974594283,-0.09316847489246435,Married,College degree,5.0,Single-family,8 to 15,,No,,543.7,26.0,No,8.95,33.5,18.25,0.0,No,No,None,No,Yes,Yes,No,Yes,Yes
1926,2830-KWMZCH-54L,Zone 4,"> 250,000",Male,35-49,High school degree,Service,11 to 15,No,3.6375861597263857,$25 - $49,11.0,0.20953132389434762,1.0807537703667964,Married,Some college,2.0,Multiple-Family,16 to 25,Standard,No,Convenience,504.11,63.0,No,20.45,0.0,24.5,0.0,Yes,No,None,No,No,No,No,Yes,Yes
1927,4320-BVEIPA-3W3,Zone 4,"< 2,500",Male,35-49,High school degree,"Operation, Fabrication, General Labor",More than 15,No,3.58351893845611,$25 - $49,1.5,-1.7339812475087006,-1.0121960887612262,Married,High school degree,4.0,Single-family,4 to 7,Economy,No,,453.3,53.0,No,16.1,22.75,64.25,0.0,No,No,None,Yes,No,No,No,Yes,No
1928,6287-SGPLGC-693,Zone 1,"2,500-9,999",Male,18-24,College degree,Sales and Office,Less than 2,No,4.430816798843313,$75 - $124,5.7,-1.0649763722703551,1.4913892414997902,Unmarried,,2.0,Multiple-Family,Less than 3,Standard,Yes,,326.56,10.0,Yes,5.8,0.0,0.0,0.0,Yes,No,DSL,No,No,No,Yes,Yes,Yes
1929,0690-PIBIUT-18H,Zone 2,"> 250,000",Male,>65,Did not complete high school,Managerial and Professional,6 to 10,No,3.4965075614664802,$25 - $49,13.200000000000001,-0.16834291484809497,1.2558826685952054,Married,Some college,2.0,Single-family,8 to 15,Economy,No,Prices,460.04,58.0,No,25.2,60.25,29.25,0.0,No,No,None,Yes,Yes,Yes,No,Yes,No
1930,1044-YEOBDI-9ZV,Zone 5,"< 2,500",Female,35-49,College degree,Sales and Office,Less than 2,No,4.110873864173311,$50 - $74,6.4,0.2977908066000686,0.938881625203961,Married,College degree,5.0,Multiple-Family,16 to 25,,No,Service,600.4,26.0,No,13.25,0.0,0.0,0.0,Yes,No,None,Yes,No,No,Yes,Yes,Yes
1931,7082-VOUETZ-KG3,Zone 3,"2,500-9,999",Male,35-49,College degree,Sales and Office,2 to 5,No,3.5263605246161616,$25 - $49,2.3,-1.101566648494546,-0.7992857766216126,Unmarried,,1.0,Single-family,8 to 15,Economy,No,Convenience,398.41,13.0,No,5.35,0.0,0.0,0.0,No,No,None,Yes,No,No,No,Yes,Yes
1932,0534-TGAXVN-ER2,Zone 3,"2,500-9,999",Male,35-49,Did not complete high school,Sales and Office,2 to 5,No,3.2188758248682006,$25 - $49,9.0,-0.08801187732321335,0.28836933623191713,Unmarried,,1.0,Multiple-Family,16 to 25,Economy,No,,187.42000000000002,38.0,No,15.15,25.0,12.75,0.0,No,No,None,Yes,Yes,Yes,No,Yes,No
1933,6958-QCZQDR-ECL,Zone 4,"> 250,000",Male,35-49,High school degree,Sales and Office,Less than 2,No,3.6109179126442243,$25 - $49,21.6,1.0814824064046424,1.6179916249053283,Unmarried,,2.0,Condominium/Townhouse,16 to 25,Standard,No,,797.59,63.0,No,16.0,33.25,36.25,0.0,Yes,Yes,None,No,No,Yes,Yes,Yes,No
1934,9976-IIYYXO-712,Zone 4,"10,000-49,999",Female,18-24,Did not complete high school,"Precision Production, Craft, Repair",2 to 5,No,2.772588722239781,Under $25,4.7,-2.0628755190913606,-0.47014443915898607,Married,Did not complete high school,3.0,Single-family,4 to 7,Economy,No,,109.68,19.0,No,6.6,0.0,0.0,0.0,No,No,None,No,No,No,No,Yes,Yes
1935,7432-WDHWTX-FI7,Zone 1,"> 250,000",Male,35-49,Post-undergraduate degree,"Precision Production, Craft, Repair",2 to 5,No,3.6109179126442243,$25 - $49,14.399999999999999,1.2931785718785014,0.5209628678428629,Unmarried,,1.0,Condominium/Townhouse,8 to 15,Economy,No,,1799.19,32.0,Yes,8.35,24.0,10.5,0.0,No,No,DSL,Yes,Yes,Yes,No,Yes,Yes
